,tconst,liste_realisateurs,liste_acteurs,TitreOriginal,anneeSortie,duree,genres,noteMoyenne,nbVotes,titreVF,types,id,original_language,notePonderee
1771,tt1194242,['nm0243355'],"['nm0296594', 'nm0243355', 'nm0099521', 'nm0548169', 'nm0613917', 'nm0267188', 'nm0243620', 'nm2246833', 'nm0452723', 'nm1152060']",Le vilain,2009,86,"['Action', 'Comedy', 'Crime']",6.3,1536,Le Vilain,imdbDisplay,35436,fr,5.04
1772,tt0211286,['nm0860019'],"['nm0044535', 'nm0000322', 'nm0001250', 'nm0723623', 'nm0264554', 'nm0859985', 'nm0201669', 'nm0141140', 'nm0479355', 'nm0109725']",The Log,1999,106,"['Comedy', 'Drama']",6.3,1896,La bûche,imdbDisplay,48216,fr,5.04
1773,tt1355623,['nm0106924'],"['nm0858747', 'nm0858747', 'nm1570048', 'nm1113387', 'nm3714801', 'nm2673315', 'nm0451580', 'nm3713147', 'nm3715435', 'nm3713721', 'nm3714068']",Bluebeard,2009,80,"['Drama', 'Fantasy', 'Romance']",6.3,1588,Barbe bleue,imdbDisplay,41499,fr,5.04
1774,tt2379318,['nm0894742'],"['nm0000272', 'nm0480850', 'nm0156228', 'nm0836681', 'nm0182946', 'nm0480027', 'nm0146436', 'nm0729691', 'nm0152211', 'nm0040545']",Bright Days Ahead,2013,94,"['Drama', 'Romance']",6.3,1891,Les Beaux Jours,imdbDisplay,197936,fr,5.04
1775,tt0310313,['nm0334930'],"['nm0461149', 'nm0609662', 'nm0053903', 'nm1034172', 'nm0200610', 'nm1239252', 'nm0434430', 'nm1260769', 'nm1268669', 'nm1270495']",A New Life,2002,102,"['Drama', 'Horror']",6.3,1188,La vie nouvelle,imdbDisplay,99642,fr,5.04
1776,tt5072542,['nm0099521'],"['nm0243355', 'nm0099521', 'nm0167501', 'nm0003909', 'nm3446039', 'nm3035751', 'nm0714235', 'nm0722657', 'nm0008506', 'nm1522531']","The First, the Last",2016,98,"['Comedy', 'Crime', 'Romance']",6.3,1097,Les premiers les derniers,imdbDisplay,377853,fr,5.04
1777,tt0990361,['nm0521411'],"['nm0491259', 'nm0136001', 'nm0136001', 'nm0500976', 'nm0951520', 'nm0194759', 'nm2072818', 'nm0182946', 'nm0723865', 'nm0836681', 'nm0423382']",Room of Death,2007,115,"['Crime', 'Mystery', 'Thriller']",6.3,1877,La Chambre des morts,imdbDisplay,12449,fr,5.04
1778,tt0083287,['nm0496312'],"['nm0003508', 'nm0320808', 'nm0513375', 'nm0031785', 'nm0335203', 'nm0154707', 'nm0182389', 'nm0499444', 'nm0215209', 'nm0143479']","Viens chez moi, j'habite chez une copine",1981,85,['Comedy'],6.3,1574,"Viens chez moi, j'habite chez une copine",imdbDisplay,69044,fr,5.04
1779,tt2593224,['nm0759270'],"['nm0000366', 'nm1086956', 'nm0040545', 'nm2847812', 'nm0604331', 'nm0098961', 'nm5458048', 'nm0165401', 'nm0290420', 'nm1454151']",In the Courtyard,2014,97,"['Comedy', 'Drama']",6.3,1463,Dans la cour,imdbDisplay,267804,fr,5.04
1780,tt1896788,['nm0409561'],"['nm0001376', 'nm4422007', 'nm4421570', 'nm0491777', 'nm2670294', 'nm0209629', 'nm0094445', 'nm1229839', 'nm4657996', 'nm3270229']",My Little Princess,2011,105,['Drama'],6.3,1944,My Little Princess,imdbDisplay,78363,fr,5.04
1781,tt0230098,['nm0243666'],"['nm0339621', 'nm0723865', 'nm0310865', 'nm0059817', 'nm0553746', 'nm0861862', 'nm0756684', 'nm0644680', 'nm0056717', 'nm0096501']",Confusion of Genders,2000,94,"['Comedy', 'Drama', 'Romance']",6.3,1134,La confusion des genres,imdbDisplay,41877,fr,5.04
1782,tt0083625,['nm0001128'],"['nm0001128', 'nm0001594', 'nm0673749', 'nm0597816', 'nm0275138', 'nm0221102', 'nm0064650', 'nm0405754', 'nm0308036', 'nm0025857']",Le battant,1983,121,"['Crime', 'Drama', 'Thriller']",6.3,1455,Le battant,imdbDisplay,146877,fr,5.04
1783,tt0304678,['nm0106924'],"['nm0001594', 'nm0171499', 'nm0581953', 'nm0911206', 'nm0171628', 'nm1178220', 'nm0652137', 'nm1179036', 'nm0783053', 'nm1179157']",Sex Is Comedy,2002,92,"['Comedy', 'Drama', 'Romance']",5.6,3121,Sex Is Comedy,imdbDisplay,53244,fr,5.04
1784,tt1528750,['nm0179576'],"['nm0283997', 'nm0001965', 'nm0954704', 'nm0245164', 'nm0836681', 'nm0018957', 'nm3226240', 'nm0594885', 'nm0656795', 'nm3929530']",Four Lovers,2010,103,['Romance'],5.6,2093,Happy Few,imdbDisplay,59507,fr,5.04
1785,tt0429052,['nm0785684'],"['nm0732222', 'nm0671844', 'nm0201669', 'nm0529591', 'nm0120431', 'nm1229951', 'nm1760623', 'nm0768603', 'nm1002627', 'nm0898653']",Saint-Jacques... La Mecque,2005,110,"['Comedy', 'Drama']",6.3,1443,Saint-Jacques... La Mecque,imdbDisplay,5171,fr,5.04
1786,tt0823240,['nm0006445'],"['nm2150475', 'nm2321291', 'nm0144039', 'nm1425885', 'nm0703302', 'nm0704474', 'nm2711979', 'nm0667416', 'nm0719570', 'nm1570563']",The Romance of Astrea and Celadon,2007,109,"['Comedy', 'Drama', 'Romance']",6.3,1750,Les amours d'Astrée et de Céladon,imdbDisplay,45458,fr,5.04
1787,tt4641248,['nm1715466'],"['nm0087111', 'nm1500446', 'nm0154210', 'nm6236049', 'nm6236050', 'nm8124763', 'nm8124762', 'nm0377882', 'nm8124764', 'nm9411113']",Journey to Greenland,2016,98,"['Comedy', 'Drama']",6.3,1445,Le voyage au Groenland,imdbDisplay,396920,fr,5.04
1788,tt2571502,['nm1288712'],"['nm0220017', 'nm0000322', 'nm0115730', 'nm4393560', 'nm0916616', 'nm0430629', 'nm0778568', 'nm0494078', 'nm1273697', 'nm2002983']",Les yeux jaunes des crocodiles,2014,118,['Drama'],6.3,1564,Les yeux jaunes des crocodiles,imdbDisplay,260312,fr,5.04
1789,tt3817962,['nm1062000'],"['nm1326732', 'nm0594956', 'nm4858550', 'nm1253936', 'nm0110501', 'nm2662182', 'nm1163751', 'nm0536259', 'nm0046295', 'nm7222068']",All About Them,2015,86,"['Comedy', 'Romance']",6.3,1239,À trois on y va,imdbDisplay,299715,fr,5.04
1790,tt0204761,['nm0958558'],"['nm0000521', 'nm0339621', 'nm0133899', 'nm0637649', 'nm0874559', 'nm0836977', 'nm0778568', 'nm7347455', 'nm0359652', 'nm0494394']",Fidelity,2000,166,['Drama'],5.6,2074,La Fidélité,imdbDisplay,49979,fr,5.04
1791,tt0367000,['nm1052791'],"['nm0001461', 'nm0230697', 'nm0531529', 'nm0493668', 'nm0201469', 'nm1407982', 'nm1696027', 'nm1909545', 'nm0695309', 'nm0501035']",House of Voices,2004,98,"['Drama', 'Fantasy', 'Horror']",5.0,5032,Saint Ange,imdbDisplay,21198,fr,5.0
1792,tt0381392,['nm0393394'],"['nm0001376', 'nm0308039', 'nm0004381', 'nm1301770', 'nm0598801', 'nm0721469', 'nm0705005', 'nm0239947', 'nm0865734', 'nm0354642']",Ma mère,2004,110,"['Drama', 'Romance']",5.0,7837,Ma mère,imdbDisplay,48266,fr,5.0
1793,tt0114790,['nm0912224'],"['nm0000322', 'nm0000809', 'nm0059509', 'nm0108400', 'nm0143684', 'nm0262014', 'nm0556504', 'nm0112811', 'nm0346648', 'nm0139107']",A French Woman,1995,100,"['Drama', 'Romance']",6.2,1417,Une femme française,imdbDisplay,183244,fr,4.960000000000001
1794,tt5115004,['nm1455506'],"['nm0531195', 'nm2169779', 'nm0529591', 'nm0023832', 'nm3001876', 'nm0667416', 'nm0081175', 'nm2495268', 'nm5648710', 'nm0490734']",Struggle for Life,2016,99,"['Adventure', 'Comedy']",6.2,1208,La Loi de la jungle,imdbDisplay,377276,fr,4.960000000000001
1795,tt0072825,['nm0956022'],"['nm0007069', 'nm0000945', 'nm0042104', 'nm0230368', 'nm0041852', 'nm0222028', 'nm0716709', 'nm0021691', 'nm0126937', 'nm0552483']",La course à l'échalote,1975,95,['Comedy'],6.2,1277,La course à l'échalote,imdbDisplay,38090,fr,4.960000000000001
1796,tt0067385,['nm0007069'],"['nm0007069', 'nm0007069', 'nm0243175', 'nm0138405', 'nm0699510', 'nm0494527', 'nm0202994', 'nm0493408', 'nm0002216', 'nm0197592', 'nm0482535']",The Troubles of Alfred,1972,98,"['Comedy', 'Romance', 'Sport']",6.2,1096,Les Malheurs d'Alfred,imdbDisplay,67420,fr,4.960000000000001
1797,tt0081276,['nm0003606'],"['nm0320760', 'nm0634159', 'nm0674735', 'nm0022480', 'nm0240076', 'nm0239513', 'nm0136789', 'nm0310922', 'nm0146329', 'nm0110274']",On a volé la cuisse de Jupiter,1980,100,['Comedy'],6.2,1119,On a volé la cuisse de Jupiter,imdbDisplay,61243,fr,4.960000000000001
1798,tt0362246,['nm0094274'],"['nm0524217', 'nm0524217', 'nm1028648', 'nm1387641', 'nm1379541', 'nm0144589', 'nm0220976', 'nm0880774', 'nm1387495', 'nm1252650', 'nm0868779']",Tiresia,2003,115,['Drama'],6.2,1235,Tiresia,imdbDisplay,67236,fr,4.960000000000001
1799,tt0103103,['nm0956022'],"['nm0508293', 'nm0591877', 'nm0593306', 'nm0099378', 'nm0099378', 'nm0071114', 'nm0015960', 'nm0928422', 'nm0352847', 'nm0258550', 'nm0836683']",The Jackpot!,1991,102,"['Adventure', 'Comedy']",6.2,1884,La totale !,imdbDisplay,75944,fr,4.960000000000001
1800,tt13460190,['nm2928862'],"['nm2669103', 'nm4698449', 'nm4826842', 'nm1152652', 'nm1595043', 'nm3217783', 'nm8771097', 'nm13303372', 'nm2973168', 'nm6148078']",The Wannabes,2022,101,['Comedy'],6.2,1583,Les Vedettes,imdbDisplay,740460,fr,4.960000000000001
1801,tt0137401,['nm0768597'],"['nm0582126', 'nm0320721', 'nm0399088', 'nm0862400', 'nm0396363', 'nm0350227', 'nm0690698', 'nm0481024', 'nm0152871', 'nm0679930']",Les Boys II,1998,120,"['Comedy', 'Romance', 'Sport']",6.2,1580,Les Boys,\N,42841,fr,4.960000000000001
1802,tt11610804,['nm4502162'],"['nm0000882', 'nm6891947', 'nm0033389', 'nm0674816', 'nm6574569', 'nm5575653', 'nm8161355', 'nm7747603', 'nm2532542', 'nm1560551']",Haute Couture,2021,100,"['Comedy', 'Drama']",6.2,1282,Haute couture,imdbDisplay,719463,fr,4.960000000000001
1803,tt1533813,['nm0305368'],"['nm0241121', 'nm0189887', 'nm0189887', 'nm0785842', 'nm0452161', 'nm0042104', 'nm4189837', 'nm4190882', 'nm0001012', 'nm4190268', 'nm4189831']",A View of Love,2010,107,"['Drama', 'Mystery', 'Romance']",6.2,1818,Un balcon sur la mer,imdbDisplay,52259,fr,4.960000000000001
1804,tt11310670,['nm1201906'],"['nm1812637', 'nm1273697', 'nm0758912', 'nm0000302', 'nm0744554', 'nm12204289', 'nm8390021', 'nm0233123', 'nm2028715', 'nm2488931']",Madeleine Collins,2021,102,"['Drama', 'Thriller']",6.2,1824,Madeleine Collins,imdbDisplay,659988,fr,4.960000000000001
1805,tt0214878,['nm0013041'],"['nm0001641', 'nm0000272', 'nm0001929', 'nm0785664', 'nm0231319', 'nm0153340', 'nm0529647', 'nm0482349', 'nm0865333', 'nm0501031']",The Libertine,2000,100,"['Comedy', 'History']",6.2,1863,Le libertin,imdbDisplay,77519,fr,4.960000000000001
1806,tt2384328,['nm3459189'],"['nm1538828', 'nm3912762', 'nm4630698', 'nm1118078', 'nm0484307', 'nm1833753', 'nm1450428', 'nm0332259', 'nm4318381', 'nm2695398']",Sarah Prefers to Run,2013,97,"['Drama', 'Romance', 'Sport']",6.2,1025,Sarah préfère la course,imdbDisplay,186974,fr,4.960000000000001
1807,tt14504294,['nm1095625'],"['nm0141140', 'nm0132064', 'nm8181547', 'nm0896726', 'nm0165429', 'nm0594885', 'nm5242693', 'nm9099133', 'nm5954114', 'nm2016581']",The Tasting,2022,92,"['Comedy', 'Drama', 'Romance']",6.2,1066,La dégustation,imdbDisplay,928202,fr,4.960000000000001
1808,tt1348327,['nm0415245'],"['nm0001376', 'nm0000767', 'nm0064741', 'nm0763022', 'nm0019554', 'nm0549647', 'nm0014338', 'nm0646510', 'nm0331433', 'nm1178348']",Villa Amalia,2009,94,['Drama'],6.2,1110,Villa Amalia,imdbDisplay,44527,fr,4.960000000000001
1809,tt0072884,['nm0007069'],"['nm0007069', 'nm0056763', 'nm0655582', 'nm0759826', 'nm0524394', 'nm0699510', 'nm0155098', 'nm0197592', 'nm0537922', 'nm0598388']",Distracted,1970,85,['Comedy'],6.2,1757,Le Distrait,imdbDisplay,62675,fr,4.960000000000001
1810,tt0765141,['nm0460120'],"['nm0023832', 'nm0003909', 'nm0778568', 'nm0144589', 'nm0435726', 'nm0238811', 'nm1603688', 'nm0161046', 'nm2072440', 'nm0139516']",Heartbeat Detector,2007,143,"['Drama', 'History', 'Music']",6.2,1246,La question humaine,imdbDisplay,60531,fr,4.960000000000001
1811,tt0187601,['nm0003508'],"['nm0000809', 'nm0932940', 'nm0103544', 'nm0327056', 'nm0682373', 'nm0870204', 'nm0234371', 'nm0970843', 'nm0931146', 'nm0752406']",The Escort,1999,100,['Drama'],6.2,1352,Mauvaise passe,imdbDisplay,71632,fr,4.960000000000001
1812,tt0086542,['nm0720297'],"['nm0002094', 'nm0706921', 'nm0706921', 'nm0001036', 'nm0000272', 'nm0034079', 'nm0044535', 'nm0544275', 'nm0446644', 'nm0265390', 'nm0798812']",Life Is a Bed of Roses,1983,110,"['Comedy', 'Drama', 'Fantasy']",6.2,1278,La vie est un roman,imdbDisplay,63978,fr,4.960000000000001
1813,tt8655574,['nm1095625'],"['nm0688143', 'nm0094993', 'nm9384029', 'nm9239003', 'nm3002042', 'nm5027749', 'nm0636925', 'nm0108431', 'nm3041664', 'nm7541338']",Venice Calling,2019,95,"['Comedy', 'Drama', 'Family']",6.2,1600,Venise n'est pas en Italie,imdbDisplay,570260,fr,4.960000000000001
1814,tt0176422,['nm0029242'],"['nm0000300', 'nm0520870', 'nm0023832', 'nm0560962', 'nm0521051', 'nm0897811', 'nm0954704', 'nm0536536', 'nm0470632', 'nm0470633']",Alice and Martin,1998,124,"['Drama', 'Romance']",6.2,1922,Alice et Martin,imdbDisplay,102489,fr,4.960000000000001
1815,tt0069251,['nm0894577'],"['nm0000989', 'nm0000020', 'nm0001958', 'nm0634159', 'nm0099677', 'nm0514059', 'nm0874559', 'nm0026130', 'nm0239447', 'nm0626301']",The Serpent,1973,113,"['Drama', 'Thriller']",6.2,1272,Le serpent,imdbDisplay,44607,fr,4.960000000000001
1816,tt0070116,['nm0730237'],"['nm0023574', 'nm0313682', 'nm0313682', 'nm0003909', 'nm0552483', 'nm0250922', 'nm0001376', 'nm0537557', 'nm0545111', 'nm0954328', 'nm0004462']",Successive Slidings of Pleasure,1974,105,"['Fantasy', 'Horror', 'Thriller']",6.2,1453,Glissements progressifs du plaisir,imdbDisplay,78071,fr,4.960000000000001
1817,tt0076313,['nm0001031'],"['nm0000661', 'nm0485032', 'nm0486590', 'nm0539399', 'nm0000804', 'nm0557355', 'nm0484307', 'nm0000587', 'nm0376101', 'nm0409874']",Blood Relatives,1978,100,"['Crime', 'Drama', 'Mystery']",6.2,1205,Les liens de sang,imdbDisplay,47794,fr,4.960000000000001
1818,tt1226334,['nm1050098'],"['nm2997552', 'nm0951520', 'nm0091080', 'nm1099640', 'nm3011788', 'nm0168783', 'nm3351138', 'nm4622704', 'nm0508085', 'nm0405740']",Private Lessons,2008,105,['Drama'],6.2,1068,Élève libre,imdbDisplay,72465,fr,4.960000000000001
1819,tt0076684,['nm0483812'],"['nm0498876', 'nm0597816', 'nm0349869', 'nm0439294', 'nm0405754', 'nm0432040', 'nm0693868', 'nm0138405', 'nm0078158', 'nm0902016']",The Seventh Company Outdoors,1977,75,['Comedy'],6.2,1663,La 7ème Compagnie au clair de lune,imdbDisplay,56589,fr,4.960000000000001
1820,tt4168502,['nm1291916'],"['nm1839955', 'nm0431221', 'nm5524273', 'nm5657814', 'nm0740825', 'nm0684001', 'nm3580372', 'nm0495466', 'nm0670875', 'nm3435231']",French Blood,2015,98,['Drama'],6.2,1118,Un Français,imdbDisplay,337730,fr,4.960000000000001
1821,tt4857596,['nm1096212'],"['nm0244707', 'nm3757235', 'nm3143558', 'nm2362660', 'nm0548169', 'nm8161834', 'nm2795086', 'nm4070922', 'nm0746022', 'nm1237527']",Roommates Wanted,2016,97,"['Comedy', 'Drama']",6.2,1420,Adopte un veuf,imdbDisplay,384371,fr,4.960000000000001
1822,tt0073471,['nm0000419'],"['nm0061458', 'nm0653443', 'nm0726777', 'nm0825016']",Number Two,1975,88,"['Documentary', 'Drama']",6.2,1087,Numéro deux,imdbDisplay,112823,fr,4.960000000000001
1823,tt0108290,['nm0496312'],"['nm0634159', 'nm0092184', 'nm0508293', 'nm0591877', 'nm0002105', 'nm0000962', 'nm0734000', 'nm0488477', 'nm0482536', 'nm0071114']",Tango,1993,88,"['Comedy', 'Crime']",6.2,1394,Tango,imdbDisplay,66447,fr,4.960000000000001
1824,tt4161564,"['nm0030681', 'nm0300858']","['nm0346363', 'nm0517975', 'nm1305361', 'nm0714235', 'nm0163223', 'nm2015893', 'nm3144909', 'nm0633301', 'nm5647582', 'nm0797614']",The Aquatic Effect,2016,83,"['Comedy', 'Drama', 'Romance']",6.2,1143,L'effet aquatique,imdbDisplay,389044,fr,4.960000000000001
1825,tt1817286,['nm0069711'],"['nm0040939', 'nm1070112', 'nm0305368', 'nm0275013', 'nm0753696', 'nm0221029', 'nm0762240', 'nm0563573', 'nm1295999', 'nm0734004']",One Night,2012,104,['Drama'],6.2,1451,38 Témoins,imdbDisplay,95191,fr,4.960000000000001
1826,tt0068724,['nm0479721'],"['nm0000901', 'nm0336390', 'nm0734000', 'nm0219342', 'nm0220852', 'nm0552483', 'nm0308041', 'nm0335878', 'nm0450131', 'nm0154317']",The Inheritor,1973,112,"['Action', 'Drama', 'Thriller']",6.2,1451,L'héritier,imdbDisplay,57194,fr,4.960000000000001
1827,tt0104105,['nm0006954'],"['nm0000587', 'nm0145880', 'nm0050983', 'nm0050983', 'nm0586370', 'nm0639054', 'nm0639054', 'nm0482536', 'nm0482536', 'nm0082380', 'nm1601043', 'nm0118177', 'nm0118177', 'nm0154380']",Diên Biên Phú,1992,140,"['Drama', 'War']",6.2,1128,Diên Biên Phú,imdbDisplay,74714,fr,4.960000000000001
1828,tt3811986,['nm0025534'],"['nm0688143', 'nm1812637', 'nm0603586', 'nm0714235', 'nm1551852', 'nm4840978', 'nm0778568', 'nm2545315', 'nm7556704', 'nm0853415']",Une famille à louer,2015,97,"['Comedy', 'Romance']",5.5,2425,Une famille à louer,imdbDisplay,342281,fr,4.95
1829,tt1890377,['nm0491708'],"['nm0239498', 'nm0501256', 'nm0201462', 'nm1110629', 'nm0040005', 'nm0785836', 'nm0500977', 'nm0481591', 'nm0518653', 'nm1044875']",Bienvenue à bord,2011,95,['Comedy'],5.5,1967,Bienvenue à bord,imdbDisplay,75198,fr,4.95
1830,tt2711898,['nm0415245'],"['nm2244205', 'nm0512071', 'nm0597042', 'nm0682634', 'nm6059056', 'nm1253936', 'nm3228320', 'nm0220313', 'nm0721469', 'nm0703302']",Journal d'une femme de chambre,2015,96,['Drama'],5.5,3094,Journal d'une femme de chambre,imdbDisplay,320003,fr,4.95
1831,tt0081250,['nm0210811'],"['nm0221321', 'nm0239931', 'nm0431168', 'nm0660477', 'nm0583891', 'nm0340084', 'nm0674630', 'nm0267450', 'nm0216126', 'nm0687596']",The Night of the Hunted,1980,92,"['Drama', 'Horror', 'Mystery']",5.5,2204,La nuit des traquées,imdbDisplay,29565,fr,4.95
1832,tt3838728,['nm0404067'],"['nm2028613', 'nm6725563', 'nm6725564', 'nm2392266', 'nm6725562', 'nm2128755', 'nm0484236', 'nm1474773', 'nm4711608', 'nm7586041']",Bang Gang: A Modern Love Story,2015,98,"['Drama', 'Romance']",5.5,3497,Bang Gang,imdbDisplay,327040,fr,4.95
1833,tt5286268,['nm0099797'],"['nm0000606', 'nm3372724', 'nm3548282', 'nm0218615', 'nm1119022', 'nm0760850', 'nm0893638', 'nm9029998', 'nm4988695', 'nm0332650']",Family Heist,2017,91,"['Comedy', 'Crime']",5.5,2526,Mes trésors,imdbDisplay,426830,fr,4.95
1834,tt1479269,['nm0545382'],"['nm1228072', 'nm2864046', 'nm0693799', 'nm3011788', 'nm2582755', 'nm3545569', 'nm0221029', 'nm3980194', 'nm0035128', 'nm0580662']",Black Heaven,2010,105,"['Drama', 'Thriller']",5.5,2182,L'autre monde,imdbDisplay,49001,fr,4.95
1835,tt1723642,['nm0149260'],"['nm0213354', 'nm0149260', 'nm0856493', 'nm0856493', 'nm0933727', 'nm1995246', 'nm1493135', 'nm0863816', 'nm0563740', 'nm1724637', 'nm0916616']",HOUBA! On the Trail of the Marsupilami,2012,105,"['Adventure', 'Comedy', 'Family']",5.5,4378,Sur la piste du Marsupilami,imdbDisplay,102207,fr,4.95
1836,tt7027092,['nm1164755'],"['nm2176554', 'nm3214170', 'nm4538802', 'nm3902885', 'nm2162346', 'nm7934604', 'nm6575870', 'nm3545569', 'nm6113836', 'nm2246199']",Budapest,2018,102,['Comedy'],5.5,3706,Budapest,imdbDisplay,467673,fr,4.95
1837,tt5804948,['nm0154385'],"['nm0002010', 'nm14279572', 'nm2987278', 'nm0959113', 'nm0496285', 'nm0305365', 'nm8707032', 'nm2579453', 'nm3809653', 'nm8895849']",With Open Arms,2017,92,['Comedy'],5.5,3804,À bras ouverts,imdbDisplay,430365,fr,4.95
1838,tt1275590,['nm0693903'],"['nm0000521', 'nm0200702', 'nm0241383', 'nm0320801', 'nm0243175', 'nm1290937', 'nm3248559', 'nm3248776', 'nm0898798', 'nm1500340']",De l'autre côté du lit,2008,93,['Comedy'],5.5,2885,De l'autre côté du lit,imdbDisplay,15709,fr,4.95
1839,tt4159182,['nm2677924'],"['nm4087606', 'nm1483904', 'nm0314554', 'nm5237479', 'nm0359331', 'nm0488442', 'nm1486508', 'nm4249465', 'nm2646547', 'nm5573976']",The Lady in the Car with Glasses and a Gun,2015,93,"['Crime', 'Drama', 'Mystery']",5.5,3067,La dame dans l'auto avec des lunettes et un fusil,imdbDisplay,330298,fr,4.95
1840,tt1349856,['nm0480768'],"['nm2027009', 'nm2253175', 'nm1021224', 'nm0687914', 'nm2191046', 'nm1754147', 'nm0451580', 'nm0501256', 'nm0001929', 'nm0431956']",Neuilly Yo Mama!,2009,90,['Comedy'],5.5,2626,Neuilly sa mère !,imdbDisplay,26691,fr,4.95
1841,tt4466894,['nm1764568'],"['nm1082477', 'nm6303670', 'nm4151736', 'nm3228320', 'nm0066080', 'nm0180404', 'nm0241121', 'nm2120560', 'nm3372724', 'nm0483200']",Sahara,2017,86,"['Adventure', 'Animation', 'Comedy']",5.5,3218,Sahara,imdbDisplay,423453,fr,4.95
1842,tt5687040,['nm0221611'],"['nm0023832', 'nm0182839', 'nm0001250', 'nm0308039', 'nm2130040', 'nm2130040', 'nm0844435', 'nm0320762', 'nm0634500', 'nm0609629', 'nm0346363']",Ismael's Ghosts,2017,114,"['Drama', 'Mystery', 'Romance']",5.5,2902,Les fantômes d'Ismaël,imdbDisplay,429070,fr,4.95
1843,tt1146320,['nm1847711'],"['nm0288271', 'nm0719220', 'nm1570386', 'nm0174302', 'nm0108431', 'nm2787712', 'nm2156892', 'nm3130279', 'nm0116088', 'nm3693064']",Mutants,2009,95,"['Drama', 'Horror', 'Sci-Fi']",5.5,4315,Mutants,imdbDisplay,17886,fr,4.95
1844,tt2473750,"['nm2376614', 'nm2377660']","['nm0548156', 'nm3676680', 'nm0719220', 'nm2165214', 'nm3569421', 'nm3543541', 'nm1604999', 'nm0001095', 'nm2191046', 'nm0296596']",Among the Living,2014,90,"['Horror', 'Thriller']",5.5,2613,Aux yeux des vivants,imdbDisplay,254186,fr,4.95
1845,tt1854568,['nm0603588'],"['nm0725794', 'nm4352624', 'nm0001095', 'nm0280955', 'nm0111557', 'nm1909158', 'nm4622013', 'nm0003133', 'nm0077987', 'nm3145678']",Our Paradise,2011,96,"['Crime', 'Drama', 'Romance']",6.1,1549,Notre paradis,imdbDisplay,99119,fr,4.88
1846,tt0326036,['nm0545382'],"['nm1070112', 'nm1070112', 'nm0524217', 'nm0414185', 'nm0069289', 'nm0604331', 'nm0233123', 'nm0419599', 'nm0716901', 'nm0097730', 'nm0760997']",Who Killed Bambi?,2003,126,"['Drama', 'Thriller']",6.1,1434,Qui a tué Bambi?,imdbDisplay,1917,fr,4.88
1847,tt2370034,['nm0285090'],"['nm1460782', 'nm0530365', 'nm0358418', 'nm2973991', 'nm2165214', 'nm0460383', 'nm3446039', 'nm1714925', 'nm5390276', 'nm3724702']",Tango libre,2012,98,"['Drama', 'Romance']",6.1,1170,Tango Libre,imdbDisplay,144752,fr,4.88
1848,tt4926822,['nm0480768'],"['nm0310865', 'nm0627245', 'nm0220017', 'nm0419894', 'nm0846484', 'nm1081573', 'nm0480524', 'nm1065166', 'nm0457038', 'nm1166528']",We Are Family,2016,99,['Comedy'],6.1,1268,C'est quoi cette famille?!,imdbDisplay,391700,fr,4.88
1849,tt0082272,['nm0097259'],"['nm0001424', 'nm0682679', 'nm0535861', 'nm0952390', 'nm0894677', 'nm0361824', 'nm0617047', 'nm0612919', 'nm0171615', 'nm0182479']",The Strange Case of Dr. Jekyll and Miss Osbourne,1981,91,"['Horror', 'Sci-Fi']",6.1,1556,Docteur Jekyll et les femmes,imdbDisplay,64534,fr,4.88
1850,tt7831674,['nm4135794'],"['nm0688143', 'nm0046347', 'nm0167501', 'nm6001868', 'nm1687610', 'nm2284129', 'nm8505773', 'nm0220798', 'nm8568434', 'nm1013367']",Raoul Taburin,2018,89,['Comedy'],6.1,1108,Raoul Taburin,imdbDisplay,515816,fr,4.88
1851,tt7858472,['nm1750425'],"['nm4121043', 'nm0142972', 'nm3874127', 'nm0763022', 'nm1081257', 'nm2116753', 'nm2338609', 'nm3029799', 'nm4213718', 'nm9883811']",Sisters in Arms,2019,112,"['Action', 'Drama', 'War']",6.1,1551,Sœurs d'armes,imdbDisplay,618326,fr,4.88
1852,tt18671246,['nm1292192'],"['nm2662182', 'nm2015893', 'nm0000218', 'nm6664420', 'nm1082843', 'nm2424804', 'nm11707373', 'nm11869006', 'nm2452936', 'nm3409824']",Two Tickets to Greece,2022,110,['Comedy'],6.1,1253,Les Cyclades,imdbDisplay,958335,fr,4.88
1853,tt1700467,['nm0609981'],"['nm0609981', 'nm0033389', 'nm0038449', 'nm1078628', 'nm0167388', 'nm0220017', 'nm0002105', 'nm0209629', 'nm0536162', 'nm0580720']",The Art of Love,2011,85,"['Comedy', 'Romance']",6.1,1928,L'art d'aimer,imdbDisplay,92424,fr,4.88
1854,tt0216911,['nm0432040'],"['nm0432040', 'nm0067367', 'nm0369202', 'nm0490702', 'nm0382561', 'nm0241383', 'nm0280955', 'nm0552134', 'nm0756651', 'nm0066788']",Most Promising Young Actress,2000,100,['Comedy'],6.1,1106,Meilleur Espoir féminin,imdbDisplay,64357,fr,4.88
