,tconst,liste_realisateurs,liste_acteurs,TitreOriginal,anneeSortie,duree,genres,noteMoyenne,nbVotes,titreVF,types,id,original_language,notePonderee
4048,tt0054761,['nm0002193'],"['nm0431139', 'nm0431139', 'nm0299014', 'nm0597816', 'nm0223619', 'nm0798309', 'nm0182648', 'nm0584858', 'nm0716699', 'nm0580707', 'nm0553361']",The Story of the Count of Monte Cristo,1961,132,"['Action', 'Adventure', 'Drama']",6.4,573,Le comte de Monte-Cristo,imdbDisplay,4528,fr,3.2
4049,tt4302562,['nm0499448'],"['nm0332709', 'nm4425398', 'nm1151200', 'nm0898653', 'nm5699867', 'nm0880774', 'nm0100283', 'nm0732220', 'nm3277348', 'nm0133636']",The Scent of Mandarin,2015,110,"['Drama', 'Romance']",6.4,371,L'odeur de la mandarine,imdbDisplay,362571,fr,3.2
4050,tt1263740,['nm1065892'],"['nm0000366', 'nm0359652', 'nm0189887', 'nm0239816', 'nm0959897', 'nm0290420', 'nm0386711', 'nm0914313', 'nm0651451', 'nm3147086']",Hidden Diary,2009,105,['Drama'],6.4,568,Mères et filles,imdbDisplay,59957,fr,3.2
4051,tt17044506,"['nm1802422', 'nm3689344']",['nknow'],Le village de Bamboula,2022,52,['Documentary'],6.4,6,Le village de Bamboula,imdbDisplay,928440,fr,3.2
4052,tt10123698,['nm0023517'],"['nm6913087', 'nm0033389', 'nm0620964', 'nm0598857', 'nm3691738', 'nm3872920', 'nm0495166', 'nm4151199', 'nm8147449', 'nm4778780']",Miss,2020,107,"['Comedy', 'Drama']",6.4,1020,Miss,imdbDisplay,611751,fr,3.2
4053,tt8264270,['nm9765157'],['nknow'],Out Of The Cage,2018,52,"['Documentary', 'Sport']",6.4,7,Out Of The Cage,imdbDisplay,553988,fr,3.2
4054,tt0079787,['nm0060634'],"['nm0060634', 'nm0146165', 'nm0206646', 'nm0687774', 'nm0215232', 'nm0069895', 'nm0913159', 'nm0787626', 'nm0525168', 'nm0951745']",Moments,1979,92,['Drama'],6.4,81,Moments de la vie d'une femme,imdbDisplay,293076,fr,3.2
4055,tt0143243,['nm0745541'],['nknow'],Faire-part: Musée Henri Langlois,1997,48,['Documentary'],6.4,7,Faire-part: Musée Henri Langlois,imdbDisplay,1011194,fr,3.2
4056,tt0137853,['nm0002193'],"['nm0622070', 'nm0885286', 'nm0312985', 'nm0216610', 'nm0021511', 'nm0076981', 'nm0107849', 'nm0304538', 'nm1071755', 'nm3543258']",Journal d'une femme en blanc,1965,105,['Drama'],6.4,76,Journal d'une femme en blanc,imdbDisplay,325799,fr,3.2
4057,tt0196778,['nm0868482'],"['nm0639058', 'nm0639058', 'nm0701171', 'nm0701171', 'nm2406615', 'nm2406615']",The Short Memory,1963,-1,['Documentary'],6.4,8,La Mémoire courte,imdbDisplay,291071,fr,3.2
4058,tt0078978,['nm0002020'],"['nm0598971', 'nm0002769', 'nm0885123', 'nm0444321', 'nm0071502', 'nm0000905', 'nm0771365', 'nm0021691', 'nm0674877', 'nm0581832']",Womanlight,1979,98,['Drama'],6.4,989,Clair de femme,imdbDisplay,4948,fr,3.2
4059,tt14994254,['nm5367786'],"['nm12723870', 'nm9849349', 'nm8287899', 'nm6143475', 'nm10952490', 'nm12855562', 'nm9771319', 'nm10387724', 'nm2969953', 'nm1168365']",Rascals,2022,105,"['Action', 'Drama', 'Thriller']",6.4,279,Les rascals,imdbDisplay,936374,fr,3.2
4060,tt5986246,['nm1309724'],"['nm1566456', 'nm0440913', 'nm0305368', 'nm3214170', 'nm0093740', 'nm1880414', 'nm4128911', 'nm8816098', 'nm8816099', 'nm8816100']",Ladies,2017,99,"['Comedy', 'Drama', 'Romance']",6.4,581,De plus belle,imdbDisplay,430005,fr,3.2
4061,tt13462472,['nm0850366'],"['nm0000272', 'nm0693799', 'nm0208426', 'nm0517975', 'nm2938901', 'nm9293129', 'nm10353093', 'nm10365872', 'nm5265329', 'nm6229900']",The Young Lovers,2021,114,"['Drama', 'Romance']",6.4,979,Les jeunes amants,imdbDisplay,811211,fr,3.2
4062,tt0118889,"['nm0021311', 'nm0108447', 'nm0198006', 'nm0660889']","['nm0600268', 'nm0176187', 'nm0144583', 'nm0483249', 'nm0551885', 'nm0190613', 'nm0626884', 'nm0974680', 'nm0183975', 'nm0320716']",Cosmos,1996,99,"['Comedy', 'Drama']",6.4,975,Cosmos,\N,124818,fr,3.2
4063,tt0210108,['nm0232540'],"['nm0140649', 'nm0001922', 'nm0532609', 'nm0239816', 'nm0250922', 'nm0764927', 'nm0020218', 'nm0617585', 'nm0244256', 'nm0763746']",Man with the Transplanted Brain,1972,80,"['Drama', 'Horror', 'Sci-Fi']",6.4,63,L'homme au cerveau greffé,imdbDisplay,178037,fr,3.2
4064,tt0126735,['nm0557501'],"['nm0452161', 'nm0144812', 'nm0836681', 'nm0167467', 'nm0557859', 'nm0674701', 'nm0494078', 'nm0046295', 'nm0516582', 'nm0954704']",For Sale,1998,100,"['Drama', 'Mystery', 'Romance']",6.4,600,À vendre,imdbDisplay,78281,fr,3.2
4065,tt0843350,"['nm1354975', 'nm0689554']",['nknow'],Day After Day,2006,65,['Documentary'],6.4,22,Jour après jour,imdbDisplay,477672,fr,3.2
4066,tt3800010,['nm1656178'],"['nm3987673', 'nm0693799', 'nm0509264', 'nm2495268', 'nm0183430', 'nm1460932', 'nm6476176', 'nm6629152', 'nm6629153', 'nm4669406']",Fidelio: Alice's Odyssey,2014,97,"['Drama', 'Romance']",6.4,926,"Fidelio, l'odyssée d'Alice",imdbDisplay,285023,fr,3.2
4067,tt0195232,['nm0546329'],"['nm0001976', 'nm0145912', 'nm0885133', 'nm0525943', 'nm0897430', 'nm0015008', 'nm0015008', 'nm0216155', 'nm0784523', 'nm0634884', 'nm0401114']",The Saviour,1971,105,"['Drama', 'War']",6.4,290,Le sauveur,imdbDisplay,78399,fr,3.2
4068,tt0282515,['nm0545356'],"['nm0025857', 'nm0001594', 'nm0505159', 'nm0488417', 'nm0719220', 'nm0496241', 'nm0487615', 'nm0494667', 'nm0872574', 'nm0545459']",Gangsters,2002,90,"['Action', 'Crime', 'Drama']",6.4,936,Gangsters,imdbDisplay,40417,fr,3.2
4069,tt0203911,['nm0871779'],"['nm0099960', 'nm0800576', 'nm0216155', 'nm0767604', 'nm0025505', 'nm0801400', 'nm12158429', 'nm12158431', 'nm1945771', 'nm12158430']",Simone Barbes or Virtue,1980,77,['Drama'],6.4,358,Simone Barbès ou la vertu,imdbDisplay,246649,fr,3.2
4070,tt0230753,['nm0064741'],"['nm0536095', 'nm0000882', 'nm0152647', 'nm0880774', 'nm0935300', 'nm0079284', 'nm0503458', 'nm0221764', 'nm0154380', 'nm0745516']",To Matthieu,2000,108,['Drama'],6.4,355,Selon Matthieu,imdbDisplay,57728,fr,3.2
4071,tt1042916,['nm2069076'],"['nm0851963', 'nm0851963', 'nm0341267', 'nm0341267', 'nm0354937', 'nm0354937', 'nm0354937', 'nm0354937', 'nm0874428', 'nm0874428', 'nm0419005', 'nm0419005', 'nm0118904', 'nm0118904', 'nm1945499', 'nm1945499', 'nm2783155', 'nm2783155', 'nm0095531', 'nm0095531', 'nm0809174', 'nm0809174']",Totally Spies! The Movie,2009,75,"['Action', 'Adventure', 'Animation']",6.4,925,Totally Spies! Le Film,imdbDisplay,74785,fr,3.2
4072,tt1845846,['nm0183984'],"['nm0869088', 'nm0996197', 'nm5112823', 'nm3198055', 'nm6253155', 'nm0306357', 'nm1246529', 'nm4907635', 'nm6253156', 'nm6253157']",Operación E,2012,109,"['Drama', 'Thriller']",6.4,631,Operación E,imdbDisplay,144568,fr,3.2
4073,tt0385548,['nm0296829'],"['nm0660854', 'nm1196219', 'nm0635330', 'nm0749222', 'nm0674816', 'nm1700710', 'nm0519735', 'nm1417249', 'nm0684787', 'nm0256472']",My Angel,2004,94,['Drama'],6.4,621,Mon ange,imdbDisplay,68873,fr,3.2
4074,tt0055725,['nm0344933'],"['nm0637649', 'nm0729676', 'nm0665639', 'nm0503848', 'nm0173566']",The Accident,1963,91,"['Crime', 'Drama']",6.4,62,L'accident,imdbDisplay,408753,fr,3.2
4075,tt1699180,['nm1992193'],"['nm0082636', 'nm4001846', 'nm0481024', 'nm1538828', 'nm0244789', 'nm0874065', 'nm4038378', 'nm1116228', 'nm1152485', 'nm0304759']",Curling,2010,96,['Drama'],6.4,928,Curling,imdbDisplay,63049,fr,3.2
4076,tt0257490,['nm0667575'],['nknow'],Claude Francois: The Film of His Life,1979,-1,['Documentary'],6.4,12,Claude François - le film de sa vie,imdbDisplay,566202,fr,3.2
4077,tt1260583,['nm3070441'],['nknow'],Western Lights,1990,117,['Documentary'],6.4,63,Phares d'ouest,imdbDisplay,448864,fr,3.2
4078,tt5337760,['nm0157145'],"['nm0868881', 'nm4111888', 'nm8612387', 'nm4399360', 'nm2246199', 'nm4501167', 'nm8612388', 'nm5811069', 'nm8612389', 'nm6499634']",Les enfants de la chance,2016,95,"['Comedy', 'Drama']",6.3,174,Les Enfants de la chance,imdbDisplay,415356,fr,3.15
4079,tt0082800,"['nm0078155', 'nm0736644']","['nm0078155', 'nm0836681', 'nm0509672', 'nm0156228', 'nm0050983', 'nm0494527', 'nm0417084', 'nm0171993', 'nm0496059', 'nm0078158']",Neige,1981,90,['Drama'],6.3,194,Neige,imdbDisplay,198497,fr,3.15
4080,tt2016955,['nm3503229'],"['nm2272242', 'nm1151200', 'nm4716341', 'nm4766078', 'nm4766058', 'nm4765942', 'nm9897634']",Nuit #1,2011,91,['Drama'],6.3,899,Nuit #1,imdbDisplay,103502,fr,3.15
4081,tt11002900,['nm6733309'],"['nm1271759', 'nm3270435', 'nm0067878', 'nm0067878', 'nm4544506', 'nm7393452', 'nm7386805', 'nm4087089', 'nm0077449', 'nm0171499', 'nm8988411']",Playlist,2021,84,"['Comedy', 'Drama', 'Music']",6.3,804,Playlist,imdbDisplay,655369,fr,3.15
4082,tt0109201,['nm0235370'],"['nm0838514', 'nm0814718', 'nm0358829', 'nm0058101', 'nm0131160', 'nm0434002', 'nm0445190', 'nm0464407', 'nm0468123']",The Golden Ball,1994,93,"['Comedy', 'Drama', 'Family']",6.3,436,Le ballon d'or,imdbDisplay,160372,fr,3.15
4083,tt14441788,['nm7893145'],"['nm9217750', 'nm3023008', 'nm4372913', 'nm0714235', 'nm7943224', 'nm0220017', 'nm12633802', 'nm0806726', 'nm1182609', 'nm5619260']",Placés,2022,111,"['Comedy', 'Drama']",6.3,193,Placés,imdbDisplay,886953,fr,3.15
4084,tt0343410,['nm0042159'],['nknow'],La bataille de France,1964,86,"['Documentary', 'War']",6.3,9,La bataille de France,imdbDisplay,467744,fr,3.15
4085,tt4545832,['nm0727599'],"['nm7211210', 'nm7211211', 'nm0255562', 'nm4159235', 'nm0817498', 'nm4278439', 'nm7211213', 'nm0752137', 'nm1115878']",Les oiseaux de passage,2015,84,['Family'],6.3,173,Les oiseaux de passage,imdbDisplay,332880,fr,3.15
4086,tt0074642,['nm0503793'],"['nm0004462', 'nm0014800', 'nm0294401', 'nm0176122', 'nm0148041', 'nm0329427', 'nm0041620', 'nm0058246', 'nm0070697', 'nm0128278']",The Passengers,1977,96,"['Drama', 'Thriller']",6.3,201,Les passagers,imdbDisplay,287966,fr,3.15
4087,tt13182206,['nm1209607'],['nknow'],Our Lucky Hours,2019,77,['Documentary'],6.3,8,Les heures heureuses,imdbDisplay,594406,fr,3.15
4088,tt0180095,['nm0190599'],"['nm0496663', 'nm0605174', 'nm0754889', 'nm0244789', 'nm0067512', 'nm0194787', 'nm0221348', 'nm1872670']",Revoir Julie,1998,92,"['Comedy', 'Drama', 'Romance']",6.3,171,Revoir Julie,imdbDisplay,125349,fr,3.15
4089,tt0184878,['nm0134559'],"['nm0682692', 'nm0062017', 'nm0504267', 'nm0012027', 'nm0072357', 'nm1041548', 'nm3167449', 'nm0426994', 'nm0545382', 'nm0183746']",Les sanguinaires,1997,67,['Drama'],6.3,170,Les sanguinaires,imdbDisplay,121546,fr,3.15
4090,tt0096994,['nm0082094'],"['nm0004462', 'nm0000962', 'nm0773932', 'nm0241484', 'nm0171811', 'nm0605429', 'nm0583141', 'nm0753666', 'nm0529543', 'nm0024158']",Bunker palace hôtel,1989,95,['Sci-Fi'],6.3,987,Bunker Palace Hôtel,imdbDisplay,37839,fr,3.15
4091,tt2289526,['nm0305368'],"['nm0734004', 'nm2864046', 'nm0761212', 'nm1918862', 'nm0749222', 'nm3118835', 'nm5924305', 'nm0522151', 'nm3918942', 'nm1285144']",Going Away,2013,95,['Drama'],6.3,989,Un beau dimanche,imdbDisplay,209357,fr,3.15
4092,tt1242520,['nm0417462'],"['nm0110507', 'nm0110507', 'nm2404515', 'nm0086992', 'nm3366818', 'nm2413428', 'nm2811550', 'nm1244666', 'nm1377506', 'nm0639054', 'nm4108789']",Sister Welsh's Nights,2010,78,['Comedy'],6.3,22,Les nuits de Sister Welsh,imdbDisplay,187913,fr,3.15
4093,tt0069219,['nm0479721'],"['nm0004462', 'nm0761212', 'nm0228457', 'nm0336390', 'nm0186567', 'nm0000773', 'nm0547339', 'nm0000804', 'nm0845329', 'nm0231615']",Without Apparent Motive,1971,100,"['Crime', 'Mystery', 'Thriller']",6.3,994,Sans mobile apparent,imdbDisplay,150587,fr,3.15
4094,tt21372098,['nm0603446'],"['nm0603446', 'nm0530365', 'nm1687610', 'nm0163223', 'nm8642348', 'nm1229839', 'nm0791164', 'nm0603586', 'nm12806048', 'nm0243620']",La fiancée du poète,2023,103,"['Comedy', 'Drama']",6.3,219,La Fiancée du poète,imdbDisplay,966355,fr,3.15
4095,tt0059562,['nm0220227'],"['nm0000901', 'nm0202378', 'nm0001036', 'nm0275213', 'nm0350196', 'nm0848667', 'nm0148858', 'nm0148041', 'nm0598388', 'nm0449358']",Crime on a Summer Morning,1965,109,"['Crime', 'Drama']",6.3,445,Par un beau matin d'été,imdbDisplay,83788,fr,3.15
4096,tt0143186,['nm0776116'],"['nm0836683', 'nm0346994', 'nm0092184', 'nm0480776', 'nm0814718', 'nm0140259', 'nm0662803', 'nm0098179', 'nm0227570', 'nm0505184']",Comme une bête,1998,130,['Comedy'],6.3,162,Comme une bête,imdbDisplay,68969,fr,3.15
4097,tt0120308,['nm0513371'],"['nm0303826', 'nm0951456', 'nm0959113', 'nm0946179', 'nm0699545', 'nm0802488', 'nm0066788', 'nm0133636', 'nm0154265', 'nm0815668']",Proper Attire Required,1997,93,"['Comedy', 'Crime']",6.3,446,Tenue correcte exigée,imdbDisplay,111005,fr,3.15
4098,tt8806874,['nm4930666'],['nm1539385'],16 Sunrises,2018,117,['Documentary'],6.3,163,16 levers de soleil,imdbDisplay,544522,fr,3.15
4099,tt0296587,['nm0211934'],"['nm1102785', 'nm0719220', 'nm1443220', 'nm1441205', 'nm0256472', 'nm0099521', 'nm1559269', 'nm1563591', 'nm1559283', 'nm0244140']",Feathers in My Head,2003,106,"['Drama', 'Mystery']",6.3,196,Des plumes dans la tête,imdbDisplay,81226,fr,3.15
4100,tt0109110,['nm0181117'],"['nm0723865', 'nm0723865', 'nm0148996', 'nm0148996', 'nm0523821', 'nm0544667', 'nm0064741', 'nm0064741', 'nm0220454', 'nm0220454', 'nm0180404', 'nm0423382', 'nm0056810', 'nm0056810', 'nm0905018', 'nm0905018']",Lovers,1994,88,"['Drama', 'Romance']",6.3,164,Les amoureux,imdbDisplay,64570,fr,3.15
4101,tt0059089,['nm0042159'],"['nm0439344', 'nm0553349', 'nm0681566', 'nm0814799', 'nm0043354', 'nm0793705', 'nm0307838', 'nm0160410', 'nm1034177', 'nm0491240']",De l'amour,1964,90,['Comedy'],6.3,164,De l'amour,imdbDisplay,199391,fr,3.15
4102,tt18936232,['nm1190532'],"['nm1926453', 'nm0161607', 'nm0519933', 'nm10465246', 'nm0332836', 'nm5180701', 'nm15219595', 'nm0161502', 'nm0529840', 'nm0929582']",The Last Men,2023,121,"['Drama', 'History', 'War']",6.3,199,Les derniers hommes,imdbDisplay,978073,fr,3.15
4103,tt0429230,['nm1333798'],"['nm0504267', 'nm0238475', 'nm0144045', 'nm0619600', 'nm0282505', 'nm0067955', 'nm0957279', 'nm0295780', 'nm0803037', 'nm0008456']",Virgil,2005,93,"['Comedy', 'Drama', 'Sport']",6.3,164,Virgil,imdbDisplay,61661,fr,3.15
4104,tt1172188,['nm1195419'],['nknow'],"Mai 68, la belle ouvrage",1969,52,['Documentary'],6.3,22,"Mai 68, la belle ouvrage",imdbDisplay,518587,fr,3.15
4105,tt10793640,['nm3660287'],"['nm5751016', 'nm11414908', 'nm11414909']",Un Film Dramatique,2019,114,['Documentary'],6.3,164,Un Film Dramatique,imdbDisplay,617102,fr,3.15
4106,tt5649086,['nm3602477'],"['nm2336836', 'nm3208985', 'nm5861077', 'nm0484307', 'nm1130473', 'nm5899852', 'nm1656167', 'nm5635462', 'nm11880381', 'nm3912762']",Laughter,2020,124,['Drama'],6.3,165,Le rire,imdbDisplay,572509,fr,3.15
4107,tt0053696,['nm0402161'],"['nm0544786', 'nm0100186', 'nm0553349', 'nm0116526', 'nm0216209', 'nm0026363', 'nm0217740', 'nm0691725', 'nm0178962', 'nm0665743']",Captain Blood,1960,120,"['Action', 'Adventure']",6.3,1012,Le capitan,imdbDisplay,56268,fr,3.15
4108,tt4242982,['nm0232180'],"['nm6948597', 'nm6948594', 'nm6948595', 'nm6948596']",Addicted to Life,2014,90,['Documentary'],6.3,166,Nuit de la Glisse: Addicted to Life,imdbDisplay,323658,fr,3.15
4109,tt1728130,['nm1135265'],"['nm0714534', 'nm0688143', 'nm0077781', 'nm1328609', 'nm0373967', 'nm6236492', 'nm0753030', 'nm1166131', 'nm1522531', 'nm4133481']",Kill Me Please,2010,95,['Comedy'],6.3,995,Kill Me Please,imdbDisplay,45585,fr,3.15
4110,tt0114775,['nm0099276'],"['nm0542512', 'nm0169845', 'nm0661478', 'nm0012399', 'nm0373288', 'nm0622077', 'nm0146416', 'nm0758074', 'nm0711633', 'nm0785310']",A Summer in La Goulette,1996,89,"['Comedy', 'Drama']",6.3,909,Un été à La Goulette,imdbDisplay,121493,fr,3.15
4111,tt0339558,['nm0230695'],"['nm0339621', 'nm1419494', 'nm1431068', 'nm1431799', 'nm1419306', 'nm1431452', 'nm1421298', 'nm1431802', 'nm1431066', 'nm1431492']",Raja,2003,112,['Drama'],6.3,436,Raja,imdbDisplay,50900,fr,3.15
4112,tt0165429,['nm0396136'],"['nm0002776', 'nm0396136', 'nm0729138', 'nm0591661', 'nm0197592', 'nm0053608', 'nm1039501', 'nm5096064', 'nm0288575', 'nm0746235']",Falling Point,1970,85,"['Crime', 'Thriller']",6.3,202,Point de chute,imdbDisplay,157402,fr,3.15
4113,tt0192099,['nm0593978'],"['nm0728406', 'nm0664243', 'nm0150495', 'nm0305488', 'nm0732220', 'nm0041509', 'nm0728337', 'nm0861219', 'nm0726777', 'nm0411591']",Black Thursday,1974,92,"['Drama', 'History']",6.3,186,Les guichets du Louvre,imdbDisplay,264564,fr,3.15
4114,tt0060189,['nm0609741'],"['nm0221094', 'nm0890908', 'nm0577840', 'nm0327825', 'nm0599172', 'nm0161532', 'nm0001031', 'nm0002087', 'nm0216155', 'nm0546329']",Brigitte et Brigitte,1966,75,['Comedy'],6.3,212,Brigitte et Brigitte,imdbDisplay,63216,fr,3.15
4115,tt0374574,['nm0630802'],"['nm0253502', 'nm0346096', 'nm0422045', 'nm0634159', 'nm0634159', 'nm0898704']","The Dog, the General, and the Birds",2003,75,['Animation'],6.3,176,"Le chien, le général et les oiseaux",imdbDisplay,22505,fr,3.15
4116,tt0412554,['nm0491021'],"['nm1641212', 'nm0399158', 'nm0857786', 'nm0000852', 'nm0082636', 'nm1901937', 'nm0098932', 'nm0338622', 'nm0108033', 'nm1901250']",CQ2 (Seek You Too),2004,100,['Drama'],6.3,183,Tout près du sol,\N,158234,fr,3.15
4117,tt1472464,['nm0704664'],"['nm0603402', 'nm0617396', 'nm0684001', 'nm0079559', 'nm0258267', 'nm0846484', 'nm0263458', 'nm0475173', 'nm0586551', 'nm0889209']",A Lady in Paris,2012,94,['Drama'],6.3,832,Une Estonienne à Paris,imdbDisplay,136670,fr,3.15
4118,tt8542190,['nm6806275'],"['nm4374524', 'nm0332267', 'nm2549089', 'nm0456268', 'nm1574565', 'nm0517974', 'nm1130889', 'nm0884875', 'nm7728092', 'nm8279418']",Paper Flags,2018,102,['Drama'],6.3,183,Les drapeaux de papier,imdbDisplay,554855,fr,3.15
4119,tt15711402,['nm0630112'],['nknow'],Lords of Scam,2021,105,"['Crime', 'Documentary']",6.3,873,Les rois de l'arnaque,imdbDisplay,888917,fr,3.15
4120,tt0054769,['nm0653620'],"['nm0201638', 'nm0275428', 'nm0320760', 'nm0603761', 'nm0006807', 'nm0694989', 'nm0771268', 'nm0105482', 'nm0148974', 'nm0275213']",Crime Does Not Pay,1962,159,"['Comedy', 'Crime', 'Drama']",6.3,189,Le crime ne paie pas,imdbDisplay,256653,fr,3.15
4121,tt0087515,['nm0498898'],"['nm0674742', 'nm0092184', 'nm0244999', 'nm0275138', 'nm0071114', 'nm0003909', 'nm0684952', 'nm0784523', 'nm0494527', 'nm0146165']",The Judge,1984,97,"['Crime', 'Drama']",6.3,188,Le juge,imdbDisplay,308469,fr,3.15
4122,tt0064585,['nm0441716'],"['nm0186567', 'nm0845882', 'nm0756688', 'nm0576928', 'nm0148146', 'nm0845329', 'nm0146709', 'nm0441716']",Letters from Stalingrad,1972,80,['Drama'],6.3,18,Lettres de Stalingrad,imdbDisplay,251794,fr,3.15
4123,tt0118917,['nm0131182'],"['nm0092291', 'nm0131178', 'nm0131182', 'nm0224466', 'nm0869707']",Destiny,1997,87,['Drama'],6.3,206,Dakan,\N,196942,fr,3.15
4124,tt6449336,['nm0180404'],"['nm5904498', 'nm0001409', 'nm0180404', 'nm0627245', 'nm2010399', 'nm0672422', 'nm1229839', 'nm2524823', 'nm9624416', 'nm1824780']","Belle and Sebastian, Friends for Life",2017,91,"['Adventure', 'Family']",6.3,951,Belle et Sébastien 3: le dernier chapitre,imdbDisplay,434358,fr,3.15
4125,tt0246158,['nm0581170'],"['nm0688143', 'nm0239816', 'nm0157255', 'nm0045625', 'nm0092362', 'nm0081175', 'nm0094165', 'nm0313948', 'nm0657445', 'nm0719138']",Doors of Glory,2001,89,"['Comedy', 'Drama']",6.3,846,Les portes de la gloire,imdbDisplay,64346,fr,3.15
4126,tt0389473,['nm0066096'],"['nm0382561', 'nm0337246', 'nm0681629', 'nm0714534', 'nm0196269', 'nm0705005', 'nm1101515', 'nm0012715', 'nm0086937', 'nm0540895']",A Son,2003,58,"['Drama', 'Romance']",6.3,206,Un fils,imdbDisplay,162471,fr,3.15
4127,tt0077779,['nm0161717'],"['nm0797531', 'nm0529645', 'nm0544275', 'nm0408191', 'nm0800143', 'nm0496347', 'nm0745625', 'nm0844435', 'nm0745636', 'nm0235439']",Judith Therpauve,1978,125,['Drama'],6.3,186,Judith Therpauve,imdbDisplay,265583,fr,3.15
4128,tt0353400,['nm0221611'],"['nm0098793', 'nm0746085', 'nm0948636', 'nm0844435', 'nm0609662', 'nm0762653', 'nm0320762', 'nm0175931', 'nm0067328', 'nm0056717']",Playing 'In the Company of Men',2003,121,['Drama'],6.3,203,"Léo, en jouant 'Dans la compagnie des hommes'",\N,126108,fr,3.15
4129,tt0298135,['nm0261991'],"['nm0558476', 'nm0001891', 'nm0347136', 'nm0756752', 'nm0063806', 'nm0487749', 'nm1210820', 'nm0850648', 'nm0211179', 'nm0720932']",La règle du je,1992,98,"['Comedy', 'Drama', 'Romance']",6.3,16,La règle du je,imdbDisplay,570606,fr,3.15
4130,tt21956512,['nm1415190'],"['nm3939436', 'nm0201669', 'nm3447958', 'nm0714229', 'nm0488417', 'nm1099640', 'nm0158898', 'nm1350207', 'nm14041715', 'nm11045035']",School Society,2022,108,['Comedy'],6.3,204,L'école est à nous,imdbDisplay,944938,fr,3.15
4131,tt1555084,['nm1271328'],"['nm1385871', 'nm0161607', 'nm2450594', 'nm3510562', 'nm4186702', 'nm1577101', 'nm1617406', 'nm0711506', 'nm4068417', 'nm1456852']",Land of Oblivion,2011,108,['Drama'],6.3,946,La terre outragée,imdbDisplay,99389,fr,3.15
4132,tt0085576,['nm0767110'],"['nm0598971', 'nm0305368', 'nm0898317', 'nm0890248', 'nm0239447', 'nm0480816', 'nm0707466', 'nm0099338', 'nm0900940', 'nm0294401']",Waiter!,1983,102,"['Comedy', 'Drama', 'Romance']",6.3,870,Garçon !,imdbDisplay,75996,fr,3.15
4133,tt0070128,['nm0956022'],"['nm0727369', 'nm0765588', 'nm0277038', 'nm0269997', 'nm0301556', 'nm0785664', 'nm0136789', 'nm0782593', 'nm0046148', 'nm0089358']",The Big Store,1973,86,['Comedy'],6.3,962,Le grand bazar,imdbDisplay,61852,fr,3.15
4134,tt4043530,['nm0269170'],"['nm6697083', 'nm1273640', 'nm3312875', 'nm2486268', 'nm4080592']",River Bank,2020,91,"['Drama', 'Mystery', 'Thriller']",6.3,11,Un monde ailleurs,imdbDisplay,741405,fr,3.15
4135,tt1762364,['nm4154644'],['nm4155218'],The Trashmaster,2010,90,"['Action', 'Animation']",6.3,454,The Trashmaster,imdbDisplay,660746,fr,3.15
4136,tt2556342,['nm5399421'],['nm16505706'],Feu: Crazy Horse Paris,2012,90,"['Documentary', 'Musical']",6.3,211,Feu: Crazy Horse Paris,imdbDisplay,202138,fr,3.15
4137,tt1239455,['nm0269440'],"['nm0180404', 'nm0002010', 'nm0098793', 'nm2169779', 'nm0071116', 'nm0134618', 'nm0219099', 'nm0074168', 'nm0042104', 'nm0380294']",Bitter Victory,2009,105,"['Drama', 'Thriller']",6.3,212,La Sainte Victoire,imdbDisplay,52624,fr,3.15
4138,tt2356428,['nm4380400'],['nknow'],Être là,2012,94,['Documentary'],6.3,15,Être là,imdbDisplay,141700,fr,3.15
4139,tt1052353,['nm0476123'],"['nm0856500', 'nm0658049', 'nm0050210', 'nm0231319', 'nm0008506', 'nm0302916', 'nm0687914', 'nm0901501', 'nm0479355', 'nm0007706']",Sagan,2008,117,['Biography'],6.3,898,Sagan,imdbDisplay,14555,fr,3.15
4140,tt0093641,['nm0405578'],"['nm0059974', 'nm0297004', 'nm0183134', 'nm0244770', 'nm0672422', 'nm0767032', 'nm0217975', 'nm0695391', 'nm0557414', 'nm0072306']",The Cruel Embrace,1987,99,['Drama'],6.3,191,Les noces barbares,imdbDisplay,134625,fr,3.15
4141,tt0073779,['nm0126864'],['nm0126864'],Anthologie des scènes interdites érotiques et pornographiques de José Bénazéraf,1975,110,['Documentary'],6.3,20,Anthologie des scènes interdites érotiques et pornographiques de José Bénazéraf,imdbDisplay,1119674,fr,3.15
4142,tt0064037,['nm0950109'],"['nm0000034', 'nm0514059', 'nm0100186', 'nm0198823', 'nm0271229', 'nm0496428', 'nm0235367', 'nm0859732', 'nm0144413', 'nm0058246']",The Christmas Tree,1969,110,['Drama'],6.3,814,L'Arbre de Noël,imdbDisplay,74403,fr,3.15
4143,tt7290704,['nm1252650'],['nm0023832'],L'exilé,2017,95,['Documentary'],6.3,14,L'exilé,imdbDisplay,499113,fr,3.15
4144,tt0108435,['nm0088397'],"['nm0342393', 'nm0102078', 'nm0553648', 'nm0634158', 'nm0149896', 'nm0547339', 'nm0201319', 'nm0105475', 'nm0850975', 'nm0099084']","1, 2, 3, Freeze",1993,104,"['Comedy', 'Drama']",6.3,929,"Un, deux, trois, soleil",imdbDisplay,38505,fr,3.15
4145,tt6796424,['nm1495944'],['nknow'],"Va, Toto!",2017,94,['Documentary'],6.3,19,"Va, Toto!",imdbDisplay,479895,fr,3.15
